"","created_on","difficulty","type","hints","answer","problem","lines","technique_used","uploaded"
"322","200928_170758_601167","MAS","NOR","26","398746125274915638561832974942178563786253491153694287637521849819467352425389716","300700100074010000501000004040000060006200090103090000000500009000407302005080700","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01101011111","0"
"323","200928_170800_121550","MAS","NOR","25","425976138639481527817235649586194273294367815173528496762813954341659782958742361","400070000600001020000230009080000073000360010170520000002010004000009700050700000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01101011111","0"
"324","200928_170801_533827","MAS","NOR","25","947168235513742698286935714764819523152473869398256471629581347435697182871324956","947000000003000098080035000000009003100400000000200401020080307030000000071004006","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"325","200928_170802_713699","MAS","NOR","23","574619382291483576386527419853941267427368195619275834735192648148756923962834751","000010300000400070006007000800000000000008095019205804730002008140000000000000001","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00101011111","0"
"326","200928_170804_057583","MAS","NOR","26","269147583148653729537298614314869257752431968986572341623714895891325476475986132","000040083008600000500098010014009200052000900900070040600710000000300470005000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"327","200928_170805_774615","EXP","NOR","26","473265981865419723912873456149382675587691342326754819751946238638527194294138567","070205000000010023002070400000300000500090000320700819751900000000000104090000060","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"328","200928_170806_798821","REG","NOR","24","392146587584327619716598432821459376659731248437862195968214753243975861175683924","390046007000000600000008402801050070600000000000002005060000053000900800075080000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"329","200928_170807_902452","MAS","NOR","26","849532617536178294127946358913624785675389421284715936368257149492861573751493862","000002600506070200020900008900004080600000401080700000060007040402801500001000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"330","200928_170808_976760","REG","NOR","24","217934658596187432438562179985641327321875946674293581742316895863759214159428763","000904000006000030430000070085600000020005900070000500002016000000000210059020700","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"331","200928_170810_001043","REG","NOR","24","537961824649278135182435976423659781965817243871342569398124657254796318716583492","000000804609070030180000070020000081005007000000040509000004000000090300716000002","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"332","200928_170811_181980","EXP","NOR","26","768195432213864795459273186672481953134952678985736214396547821841329567527618349","008000032210004095050200000070081003000900608005000000090507800000020060007010000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"333","200928_170812_503061","REG","NOR","24","421896573983475126756132849835964712172358964694217385347689251218543697569721438","020000000900000006000030049805960700000000060004200005000009201018500000500000430","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"334","200928_170813_646916","REG","NOR","24","419653827726148593583792146972581364854326971631974258165439782247815639398267415","010053007026140000000090040000500000800000001601900050005000080000000609300007400","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"335","200928_170814_561797","REG","NOR","25","214783596578916342693254817836497125947521638152638974429165783361872459785349261","010080000000906000003200007030400100047001600000008000009000080001002400080340260","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"336","200928_170815_639505","REG","NOR","24","674519832351682794982743651825496317436871925719235468243957186597168243168324579","070010030000080094000043600000090017006800000009200000203007006000000200108000009","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"337","200928_170816_832639","REG","NOR","25","296738451378541629514926387863179542125384796749265813631452978482697135957813264","000000050308041020004920007860009002000000700009000000600400970000000030050013004","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"338","200928_170817_788616","REG","NOR","23","876594231915832467342617958539481672781926543264753189653179824128345796497268315","806004001900000000000007008030001000700020000000000189603000020020040700400008005","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"339","200928_170818_902657","EXP","NOR","27","796182354248753916513946782172539648365478291489621573927314865631895427854267139","006080054000750000003900702070500048360000000080020000020004800001090007800060009","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"340","200928_170820_005134","NOV","NOR","25","562341798387296451941587236136952874458673912729814563695128347273469185814735629","000301098007000051940000200000952070000003000700000060005008000000060180014005000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"341","200928_170821_090052","REG","NOR","24","752681934481793652639425781543916278176248593928537146895164327264379815317852469","000680034000700000039020000503000008100000503000007100800060000000309005010002400","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"342","200928_170822_411274","REG","NOR","24","325986147964571328817342596298614753156237984743859261632798415581423679479165832","020086140000000020800340000200600053100000000040000060630700400001000000009100030","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"343","200928_170823_703149","MAS","NOR","25","458126937729834516136579248645287391891453672273961485584312769962748153317695824","050000000009834000000000008000087301000000602203000400004010700060700103300095000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"344","200928_170824_959663","REG","NOR","26","297456381856132497134897256768213549941785632325964718679341825412578963583629174","090400080806000490000000006060013540040000002020060010000300020002578000503000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"345","200928_170826_084258","REG","NOR","24","345926187726581439891347256187294365634758912952163874413679528268415793579832641","000900080000000000890007250180000300604050000002060070003009000008005003070002001","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"346","200928_170827_273880","REG","NOR","24","895716324726394851143852796451263978379481265268975413582149637914637582637528149","000710004020000000003052090050060000000400005260000000000009037910007500007008100","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"347","200928_170828_227245","REG","NOR","24","796531284583924167214867593327196458945783621168245379671458932839612745452379816","000031004580904000200000000007000000000083021000000300000058900830600000002070016","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"348","200928_170829_264165","EXP","NOR","25","348615297795482613126379854632597148514836729879124536961753482483261975257948361","000605090700000603026000800030090040004030700800020500901003000003200005007000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"349","200928_170830_268572","NOV","NOR","25","259831764381674925764952138932718546176425389548369271893147652615283497427596813","059030060300004900060050100030708000100000000008069000800140002005000400007000003","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"350","200928_170831_201045","REG","NOR","23","962731854513984627784625913127369548659248731348517269276493185491852376835176492","002000050003904000004600010020000040009008031000017060070000000400050006000100002","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"351","200928_170832_434785","MAS","NOR","25","263419857579823461184657293358241679941576382726398145435982716812765934697134528","203000800000800061080057003000240000000076000006000105035900006000000000090130008","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001001111","0"
"352","200928_170833_443756","EXP","NOR","24","429168537358794162761523984584637219672419358913285476835972641246851793197346825","000060037058000060000523000000030009070400050003080000800970600046800000100000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"353","200928_170834_566878","REG","NOR","24","321849567786125394495763812872451639513976428649238751957382146134697285268514973","300009007006000004000000800802450600500076000000000001900080000004000005268004900","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"354","200928_170835_604693","REG","NOR","23","567438129924561738183729456475812693312697584698354271249185367756943812831276945","500008020000001000000000456000000090300607000098004001200080007056900000030200000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"355","200928_170836_867980","NOV","NOR","24","194352687678491523253867194517234968982176345346589712461723859839645271725918436","000050000678000000000000004000000960080076300040000002061003050009600271700008000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"356","200928_170837_875588","MAS","NOR","25","623157948479328165815946327581794236746235891392861754968512473134679582257483619","003100008409000160000006000500094200000030801300000700900512070000070000050000600","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"357","200928_170839_148596","MAS","NOR","25","126749358738251964594836721917324685863175249452698137241983576675412893389567412","026000308008001000504006001007304000800170209000000000200000570000402800000000010","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"358","200928_170840_681536","REG","NOR","23","769125834384679521521843976812954763657318492493267158145732689278496315936581247","700100000000000020500040900002050003607008000490060100000002080000490000030500200","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"359","200928_170841_812196","REG","NOR","23","835724196264391578971658324652437981319862457748519632423185769196273845587946213","005700000200300070900008300600000000309000050000510002400000760000070805000940000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"360","200928_170842_835823","REG","NOR","26","513849672286157394497632518179463825325798461648521937961284753754316289832975146","010000000200050390400000010009460005005000001640520000000004700000306209030970000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"361","200928_170843_952808","REG","NOR","24","134852976579346128268179354396728415827514693451693782612487539783965241945231867","000050070570006100008100300096000410000500000001093002000087009003060200000000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"362","200928_170845_100464","REG","NOR","25","345167829861925743729843516283714965974356281156289437612578394598431672437692158","300167800800000003020000010000710960970350000100200400000008000000000600400090100","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"363","200928_170846_122134","EXP","NOR","26","261984735437526819859137624724391568583672941916458372392745186645813297178269453","060004000000500010809130600700000060003602940000008072000005000040010090000260003","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"364","200928_170847_352170","NOV","NOR","24","768359142429168735153472968817945326296813574345726891534687219981234657672591483","068309000000000035000400060000005000290003004000700800504080010001000600002091000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000001","0"
"365","200928_170848_679867","REG","NOR","24","257149836694328157138765429473812965912536748865497213549273681326981574781654392","057040000690000000000065420000800900000030008065400200009003081000001500700000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"366","200928_170849_894451","REG","NOR","22","379285146568714392214936857821459673946372518735168429482593761153627984697841235","000080000000700300004900800020000003006070010030100029000003760100000000690001000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"367","200928_170850_853645","NOV","NOR","27","815462973942173856763895421684237519127958364539641782391786245258314697476529138","000062000900100800003800401080030510100000304500600000090000040008004007076009100","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"368","200928_170851_801893","REG","NOR","24","945613827178942356236857149517486932892531674364729581783194265659278413421365798","045000820000900350000007100000400000800001070064020500700000060009278000000300000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"369","200928_170852_666348","EXP","NOR","24","872543169134986275569127843256478391913265784487319526645832917798651432321794658","800000000130000005009027000056000390003200000000019000600800000700650400001004008","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"370","200928_170853_931684","REG","NOR","24","384579612956213784172486395895364271217958436643721859529847163468135927731692548","000009002006003080170000000895060000207000400040000009000807060000030007030690000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"371","200928_170854_818346","EXP","NOR","27","469273581275481936813569472187634295654927318392158647721395864538746129946812753","060203580070081006800060070007000205604000000090150007000390000030700100000000050","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"372","200928_170856_035118","REG","NOR","24","125784396496135872783692415274856139958213647361479528617328954839547261542961783","000080096006130070700002000200000100900200007000070508000300004809000000502900000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"373","200928_170857_146024","REG","NOR","24","476893215235147986198562347961758423527431698843629751389216574752384169614975832","400003005000100080090002000060058000020000000000600001300010070002080060014970002","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"374","200928_170858_210253","REG","NOR","24","542786931916354782837219564758143296691572348423698175284931657179465823365827419","000000031000300000800209060700000090001502040003000005280900007000060800005007400","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"375","200928_170859_384294","REG","NOR","23","356187924782694135914235876468512397275963418193748652821356749637429581549871263","050007000000600030904000800060500390200000000100700600001050700030029001000800000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"376","200928_170900_473748","REG","NOR","25","536194782184672395297385461659431278478926153312857649925763814743518926861249537","500004700084000005007300000600000000078020100002057040900063004000000006060009030","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"377","200928_170901_470917","EXP","NOR","23","234178956671925438589643271392584167167392584458716329716239845943857612825461793","000000056000920008009043000300500100007000080400016300010200005003007000800000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"378","200928_170902_625697","REG","NOR","24","231647985847159236596328741614295873389471652725836194973562418152784369468913527","001000085040050000090000040600000000300400052005806094070502000000080300000010007","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"379","200928_170903_596539","REG","NOR","24","937582416815764923264139857471296538326815749598347261759623184143958672682471395","907080000800064023060000050470006000300005040008000001050003000040000600000070090","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"380","200928_170904_561927","REG","NOR","23","473192685652738914198546327367485291945321876821679543236917458784253169519864732","000090605050030000000000027000005000900021070801600000006007050780000009000804000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"381","200928_170905_637523","MAS","NOR","27","286741953437295816195386724974518632628934571513672489852463197761829345349157268","206000053037090000105000700000000600020034001500070480000000000060020340300057060","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01001011111","0"
"382","200928_170906_923008","REG","NOR","24","834219567926735418751684923268473159175892634349561782487126395513948276692357841","004010507000030000700004920000400059070002030300060080080000000010000000690050800","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"383","200928_170908_120994","REG","NOR","25","342695817851274396796831254269158473578943162413726985934517628185362749627489531","340000010001200000096000054009008000078040162000006900000500008000000040027009000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"384","200928_170909_081585","MAS","NOR","25","817456923649732851532891674295643718761285439384179562923568147458317296176924385","007450000640030000000091000205000008000000000080109560023500107000000096100000080","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"385","200928_170910_171824","EXP","NOR","25","314967528298534761756218349973651482482379156561842937135786294649123875827495613","000060020090030060000200300000600480402000000000800907105000090600000805007490010","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"386","200928_170911_362490","REG","NOR","27","523184697896257413714639852475368129162495378389721546641973285938512764257846931","020084007000200010014000050000308000000405000300020006600003200930500700007046001","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"387","200928_170912_307882","REG","NOR","25","549681237182357694736249185861732549295864371473195826658473912324916758917528463","509600000000000600030209005000030040090000000470100020058073012000010750000008000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"388","200928_170913_523946","MAS","NOR","23","741826539658193472293475861572981346384762195169354287425639718836517924917248653","700000030008190400000400061070900006300002000000054000000030708006000020910000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"389","200928_170914_726536","EXP","NOR","24","614923578298675314537814962375496821142758639869231457781569243426387195953142786","000003008290005000500800000305490020000700600000031000001000203420000005000040080","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"390","200928_170915_766738","REG","NOR","24","513472698862391457794586123946753281187269534325148769659817342431925876278634915","003070000060001400790006003000703081000000000025100000600000000000025870008600005","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"391","200928_170916_764420","REG","NOR","27","154987263672435819983216475531894627729361548468752391897623154316549782245178936","100080063002005809003200000501804020000060000060702000097000004300040000005000930","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"392","200928_170917_883720","REG","NOR","23","689521437237984156415673298821345769356792841794168325148259673972836514563417982","680501007030900000400000098000040000056700001090000300008000600070000500000010002","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"393","200928_170918_908698","EXP","NOR","24","458321967769845321231976458695187243124539876387462195943658712876214539512793684","058320007060040001031070000090000000000030800007402100000608002000000500500000004","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"394","200928_170920_239069","REG","NOR","24","156392487394187652872645913943271865715968324268453179481729536637514298529836741","006090080394007002800600000000270000710008000008403000001000006000010000020000740","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"395","200928_170921_409540","REG","NOR","24","769285143215934678843761592591678234482359761376142859927416385654823917138597426","009200100005900608040000500500600204000009700006140009000010000000003007108000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"396","200928_170922_524073","REG","NOR","23","847563219631792485529841367154986723768325194392174658215439876476258931983617542","000503000000092080009040300100000003068000100000004000005000076400000900083610000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"397","200928_170923_511686","EXP","NOR","24","413956278289347156576821394965734812831295647724618935698473521142589763357162489","000000008200340000576000090005000010030205007000000030090400000040009760007100080","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"398","200928_170924_712173","MAS","NOR","24","523987164941536728678124395184762953395841672762359481836495217257613849419278536","000900100000030728600020000000060950300001000700000000006005007200003800019070006","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00101011111","0"
"399","200928_170926_020894","REG","NOR","24","281957346763482915594631872138796254475123689629548731857264193342819567916375428","000900046060002005590001000008000004000100680600000030007004193000009000000070020","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"400","200928_170927_022010","MAS","NOR","24","871246593352917648694358712568729134719534826243861957185473269936182475427695381","070240090000000608004058700560700000700030000200801000080400000900000005000090300","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001001111","0"
"401","200928_170928_040387","NOV","NOR","26","834265791571839462692417538453921687967358214218674953329146875185792346746583129","000200090570030060602010508450001000007050200000070900300000075180000300000000020","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"402","200928_170928_909793","EXP","NOR","25","236951487418726935579834162147368529823195674695247318762519843981473256354682791","200950407418000000500800060100060009023000000000040008000500000000000206050680090","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"403","200928_170929_920478","REG","NOR","26","142958763879463152365712948418697325623581497957234681734829516296175834581346279","040000760000000102305000908410000000000080007000200600034800006000075800081340000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"404","200928_170930_880560","REG","NOR","25","859147623624853179713926548946382751175694832238715964461539287387261495592478316","000007623004000000000900508900000750100090000000005060401500080007260000500078000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"405","200928_170931_990207","REG","NOR","24","837592146641738925592146738358217469126984573974653281285461397469375812713829654","030000006001708005092100000058000000000004003900050000000000390060370012010009000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"406","200928_170933_044696","REG","NOR","26","194385726285467193673291485312846579459723618867159234726538941531974862948612357","190000006280400000003001000010000509000720600860000200000500041030970000908000050","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"407","200928_170934_257361","REG","NOR","23","541286397762953184389147562615478923237619458498532716853721649974865231126394875","000086300762000000000000000610000003000009408090502000800001000004005230020000070","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"408","200928_170935_328371","REG","NOR","24","347129865258476391169358274672915438491832756835764129986243517724591683513687942","000009000000000301009308070600010008000002006030064000000003010024500080003000902","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"409","200928_170936_450401","NOV","NOR","24","139572468625489371748361592874623915256918743913745826562897134487136259391254687","130570000005000000740001002000620005000900743000700800502000100080000000090004000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"410","200928_170937_503101","REG","NOR","22","862974513573261498194583672457132869239648157681759324728416935946325781315897246","860004000573001000000000602007030000000600050001000004000400000000005700010090206","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"411","200928_170938_699459","REG","NOR","25","426837915937251468581649327875412639619583274243976851768124593394765182152398746","020030000907000000500040320000000039009080074200006001708100000300065080000000700","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"412","200928_170939_860902","MAS","NOR","26","472896513963251847518374926389725164157643289624189735891467352736512498245938671","000890010003050007000300900000025160107040009004000005090000002006012000200030070","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"413","200928_170941_048234","EXP","NOR","26","785263941632194785194587632573826194816459273429371568257638419948712356361945827","785000040000000085004000032070006100000450003409000000000600000000712006061040020","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"414","200928_170942_379203","REG","NOR","26","351269487246738159978514632495627813763185294812943576524371968639852741187496325","001060400000030009970000600000627003000000090802040000500001060609802001080400000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"415","200928_170943_462622","REG","NOR","25","236145879951827463487396251593768124648512397172934586315689742864271935729453618","030100000000027000000096050090700120048000307072900000015000700000000000000050618","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"416","200928_170944_671619","REG","NOR","24","427583196836971452591264738984157623653842971172639845245716389368495217719328564","000000100000000450090200008904100000000802000070030005245006009300005007019000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"417","200928_170945_697099","EXP","NOR","23","369428715741659283285731964894175632517362849632894157176943528458217396923586471","000400000000059000000030060004105000007000840600090050000003020450000006920080001","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000101111","0"
"418","200928_170947_058913","REG","NOR","25","926584371714239685538671429692348517473915862185726934347892156259163748861457293","000000001000200085530601009090040000070005000180000900340000050009060708060007000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"419","200928_170948_280709","REG","NOR","25","613598724254617983978432516742189365186753249539264871897341652361825497425976138","010590004000007000008400500740000000106753009000060800000000000360000007005900130","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"420","200928_170949_347062","NOV","NOR","24","931748652287695431546132987678213549154987326329456718465829173712364895893571264","931740000200000001040000007008003000000900020300006010005009000700000800890000260","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"421","200928_170950_426373","REG","NOR","23","349682157615739842728514693457163289231978564896245371564327918172896435983451726","009000057000030000000504090407100009030070560800000300060020000002800000000400006","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"422","200928_170951_457777","REG","NOR","25","317842965246395871598167234753914628964528317182673459635789142821456793479231586","007000005200095070090160200000014008060000000100600000030780000800400093400000500","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"423","200928_170952_492679","EXP","NOR","24","496752831871634952253198647935261478124587396768349125519873264387426519642915783","096002030800004000000100607005060078120000000008300005500870000007000010000000003","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"424","200928_170953_615802","REG","NOR","26","186497325432651798759328146594263871813749562627815934275136489968574213341982657","100400300030650000709308100000060871000000060020800930200000080008004000001900000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"425","200928_170954_537849","REG","NOR","24","924387516368915247715264893637498152259731468481526739143879625896152374572643981","000000500308000007705060003000000102200030400000506000140870000800100300000000980","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"426","200928_170955_791414","REG","NOR","24","268459173374621958591378246913782564642593817857146329729865431186234795435917682","000009003004020000500070046000000500600093007850006000009060000106230000400000080","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"427","200928_170956_926127","REG","NOR","24","264597381978431652513268749632715498841629537795384126429173865387956214156842973","004500001008000002010068700630010000000009530090084000400003060007050200000000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"428","200928_170957_969263","REG","NOR","23","731854629529376841486912357953687412648521973172439568815263794397145286264798135","001004000000370000000900350900600010600520000002000068000003704390000200060000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"429","200928_170959_037236","REG","NOR","25","428736915691845273375192468532917684847563129916284537183659742254371896769428351","000030005691005003070000400000017080007060100000080500103009040200300800060000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"430","200928_171000_338609","REG","NOR","22","269387154784591326513462789978126435142935678356874291427659813891743562635218947","200000104084000000000060000000000035000900600300804200400050003000700060030010900","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"431","200928_171001_410718","REG","NOR","24","574916382918723465632485791863179524247538619195264873726351948451897236389642157","004000000910003000000085701800000500007030000100204070020050908000007006009600000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"432","200928_171002_365669","REG","NOR","25","734826519159734628862591374326479185978215436541368792215687943487953261693142857","030806010000004000062091000020000100900000030540000092000000040407003060600002800","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"433","200928_171003_335727","EXP","NOR","25","485916732291437865763825419678543921514298673329671548136759284947382156852164397","000006002090407060703000000000000000004208670000000540106750080900080000050004300","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"434","200928_171004_675014","REG","NOR","24","183724569274956183659831427418372695792465831365198274941687352827543916536219748","000000500200906100600000007000300000002400001065100074000007302007540910000000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"435","200928_171005_791845","NOV","NOR","24","562781943738694215914352876173946582496528731825173469649815327387269154251437698","000080000700604200910300870000006080400500730000000400000015000387000000200030000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
